0.000000,0,0.915721,2.756167,43.464414,17.055248 
0.000000,1,2.362844,5.259696,31.894934,13.994149 
0.000000,2,-1.645756,-0.385830,11.453571,10.940571 
0.000000,3,-2.093137,-6.498406,17.352133,36.874915 
0.000000,4,-2.461566,1.571914,41.414510,13.141844 
0.000000,5,2.188268,-5.163753,18.677773,14.666284 
0.000000,6,-8.881324,0.074233,39.664048,1.414470 
0.000000,7,3.329647,-6.024845,40.293715,14.375962 
0.000000,8,-2.707771,5.300374,6.864533,24.492892 
0.000000,9,1.697961,9.486638,24.836376,45.162267 
0.000000,10,-2.337794,1.142104,49.665156,45.818646 
0.000000,11,-5.544161,0.380434,4.192573,26.901774 
0.000000,12,1.680350,6.764793,36.860448,18.999129 
0.000000,13,0.266563,0.128760,20.684796,38.617582 
0.000000,14,-0.179721,-0.278412,45.615985,25.961972 
0.000000,15,0.750557,0.076260,24.336765,11.152796 
0.000000,16,-1.699037,2.606530,11.943679,9.063807 
0.000000,17,2.395936,-2.492834,39.161571,42.287402 
0.000000,18,1.409127,4.088476,29.041412,18.474294 
0.000000,19,-1.771233,2.854797,42.101770,35.992509 
0.000000,20,-0.668258,-0.767941,7.072646,3.573875 
0.000000,21,6.425290,4.729173,34.824026,7.559206 
0.000000,22,1.164540,-3.185373,16.600024,45.702078 
0.000000,23,6.393048,2.195033,43.309472,17.137174 
0.000000,24,9.713721,0.842678,47.706792,16.540466 
0.000000,25,5.501996,-3.209408,34.023477,30.430175 
0.000000,26,6.878517,-3.410534,22.930636,46.511866 
0.000000,27,-4.627781,3.734810,31.852236,38.806582 
0.000000,28,2.438766,3.797309,4.251370,49.495352 
0.000000,29,3.387619,-4.325525,2.063966,23.582505 
0.000000,30,0.351350,2.188285,43.359149,25.855067 
0.000000,31,-2.790904,0.507634,9.470203,44.607940 
0.000000,32,0.796780,6.762655,33.001713,0.241527 
0.000000,33,-0.005524,0.844798,10.293333,6.815890 
0.000000,34,6.207050,4.954974,15.595646,1.838217 
0.000000,35,3.399261,5.448882,16.677524,35.926671 
0.000000,36,-1.630205,-2.294906,16.775314,4.644801 
0.000000,37,2.413676,1.857791,4.113485,3.867542 
0.000000,38,5.254409,-3.357824,43.884364,31.728845 
0.000000,39,-0.115614,1.333497,35.644043,34.736724 
0.000000,40,1.969020,-6.157555,3.219606,44.270353 
0.000000,41,4.980255,2.618362,16.273037,9.103699 
0.000000,42,-1.089497,-3.929634,28.134676,38.742107 
0.000000,43,-6.627809,0.032638,40.263417,22.178174 
0.000000,44,-3.766055,1.816068,18.185421,43.984985 
0.000000,45,2.727327,-2.479091,9.326650,35.249425 
0.000000,46,-0.274772,-2.771238,35.488670,26.054644 
0.000000,47,-1.121135,-3.522028,36.327544,35.923494 
0.000000,48,-1.569428,0.164802,47.973870,28.521949 
0.000000,49,-0.854354,9.278075,29.771840,13.271439 
0.000000,50,-2.130876,-1.616121,39.670117,34.964250 
0.000000,51,4.841277,-4.936032,25.785421,1.630917 
0.000000,52,2.966974,-3.891064,33.743188,14.439191 
0.000000,53,3.879346,-5.606678,19.001418,28.265217 
0.000000,54,5.583436,-1.289905,27.903430,44.559807 
0.000000,55,-0.091462,-3.512375,3.761076,4.307664 
0.000000,56,-1.645289,3.883121,44.211328,12.196004 
0.000000,57,-0.699843,-0.565966,40.620373,27.353794 
0.000000,58,-0.770293,-0.998210,30.597144,44.182617 
0.000000,59,5.929961,-4.125842,4.833154,0.119161 
0.000000,60,-0.135249,-9.340040,43.037996,2.749726 
0.000000,61,-4.562569,2.993830,8.832734,3.973510 
0.000000,62,4.834206,2.172366,2.679707,33.883330 
0.000000,63,-5.424347,4.566113,43.195673,49.350823 
0.000000,64,1.750438,-0.877455,19.109812,29.924005 
0.000000,65,1.274127,-1.803721,40.093158,44.686472 
0.000000,66,-3.238879,-2.184221,7.866008,47.516661 
0.000000,67,9.485858,-1.068251,49.568043,7.963647 
0.000000,68,2.435816,-9.210483,28.202003,33.840965 
0.000000,69,-6.633775,5.337232,16.970681,10.093076 
0.000000,70,0.511749,1.813152,1.712489,48.885991 
0.000000,71,-6.220177,4.619390,0.385691,45.778516 
0.000000,72,-0.043592,0.027302,2.958548,19.412608 
0.000000,73,0.039251,3.708496,45.502936,24.809085 
0.000000,74,1.191328,0.080860,24.142816,25.407545 
0.000000,75,-6.717152,5.144728,32.382722,22.632476 
0.000000,76,-0.014807,-0.481503,11.817963,26.017449 
0.000000,77,-4.495954,-4.470919,40.033953,1.547596 
0.000000,78,-1.381166,2.225017,27.738503,26.418282 
0.000000,79,0.022597,0.331094,1.050325,21.015280 
0.000000,80,3.160297,1.814514,32.438751,1.700309 
0.000000,81,-0.215030,1.456635,35.933316,4.632781 
0.000000,82,5.419674,2.030478,32.403233,0.149303 
0.000000,83,0.104388,-0.240570,36.657995,23.731831 
0.000000,84,-4.156549,-8.473774,15.953001,41.877821 
0.000000,85,3.471943,-0.205736,25.269170,49.510131 
0.000000,86,-4.690442,2.702963,6.626268,34.176329 
0.000000,87,-1.270632,0.193477,36.130036,36.187950 
0.000000,88,-2.633595,-4.136666,39.996908,48.527848 
0.000000,89,6.444256,-0.107040,25.979803,31.610092 
0.000000,90,1.808078,-8.969459,3.149120,44.791608 
0.000000,91,1.193456,8.567558,5.017395,2.028136 
0.000000,92,0.542195,0.522732,19.829169,0.049108 
0.000000,93,0.053263,0.029213,44.368430,34.727137 
0.000000,94,-0.146901,0.086251,11.010984,45.424506 
0.000000,95,3.240179,7.396759,31.605324,11.659381 
0.000000,96,7.876200,-1.889169,17.736104,40.712000 
0.000000,97,-3.095025,1.621791,28.541011,10.380729 
0.000000,98,-0.424363,-0.631349,23.264816,41.131724 
0.000000,99,-4.340827,-6.655254,4.156420,5.575289 
0.050000,0,-7.904848,-6.100894,43.285242,16.967234 
0.050000,1,-6.371327,-3.682573,31.790260,14.029199 
0.050000,2,6.588801,7.522480,11.597478,11.141680 
0.050000,3,7.055068,2.019825,17.480666,36.767306 
0.050000,4,-8.350670,-5.501482,41.088760,13.007864 
0.050000,5,9.539621,2.999273,19.010179,14.626164 
0.050000,6,-8.552252,-5.182566,39.198985,1.256286 
0.050000,7,-3.953501,-9.185305,40.252177,13.928971 
0.050000,8,4.432516,8.963972,6.937914,24.917097 
0.050000,9,7.327588,-1.254186,25.103524,45.382285 
0.050000,10,-8.155029,-5.787529,49.347462,45.663993 
0.050000,11,3.415005,9.097276,4.143795,27.143105 
0.050000,12,-7.097596,-2.134512,36.720571,19.110492 
0.050000,13,7.544392,6.563699,20.924274,38.823907 
0.050000,14,-7.009386,-7.132217,45.394544,25.734324 
0.050000,15,8.390615,5.440367,24.614928,11.330885 
0.050000,16,5.470625,8.370918,12.073508,9.393980 
0.050000,17,-4.922743,-8.704401,39.068339,41.953637 
0.050000,18,-7.167147,-5.005323,28.892978,18.447011 
0.050000,19,-8.645182,-5.026016,41.799138,35.913114 
0.050000,20,7.178849,6.961618,7.262793,3.755384 
0.050000,21,-2.383783,-4.139323,34.920603,7.569574 
0.050000,22,8.884927,4.588907,16.886425,45.756665 
0.050000,23,-2.427325,-6.662224,43.404175,17.021094 
0.050000,24,0.879809,-8.001077,47.967192,16.357105 
0.050000,25,-2.675627,-9.635404,34.079857,30.057741 
0.050000,26,9.587841,2.841356,23.403160,46.519617 
0.050000,27,-9.144012,-4.048091,31.443638,38.773136 
0.050000,28,6.831685,7.302608,4.537215,49.831453 
0.050000,29,9.359653,3.520924,2.439114,23.582859 
0.050000,30,-7.837727,-6.210478,43.153582,25.739107 
0.050000,31,5.647154,8.252857,9.559417,44.851171 
0.050000,32,-8.034520,-2.083704,32.816272,0.354159 
0.050000,33,6.824634,7.309197,10.506664,7.065833 
0.050000,34,7.345534,6.785509,15.966034,2.162679 
0.050000,35,6.810019,7.322817,16.978174,36.294374 
0.050000,36,7.325225,6.425771,16.922090,4.752512 
0.050000,37,7.276629,6.859350,4.414451,4.140595 
0.050000,38,-2.926238,-9.562276,43.926663,31.352989 
0.050000,39,-7.550082,-6.557153,35.421242,34.578771 
0.050000,40,9.736545,2.280284,3.543073,44.183127 
0.050000,41,7.665152,6.422262,16.645790,9.377076 
0.050000,42,-5.809645,-8.139289,27.915692,38.374580 
0.050000,43,-8.415049,-5.402496,39.828638,22.006366 
0.050000,44,4.733934,8.808511,18.229488,44.285212 
0.050000,45,8.792404,4.763783,9.670859,35.336375 
0.050000,46,-6.169633,-7.869919,35.280543,25.727403 
0.050000,47,-6.274461,-7.786600,36.092705,35.577460 
0.050000,48,-7.636287,-6.456557,47.691739,28.321131 
0.050000,49,-9.522970,0.272257,29.507885,13.505875 
0.050000,50,-7.165182,-6.975684,39.380674,34.694322 
0.050000,51,-2.735469,-9.618587,25.821342,1.200175 
0.050000,52,-4.323691,-9.016967,33.680679,14.052943 
0.050000,53,9.704166,2.414364,19.400139,28.198817 
0.050000,54,-2.283215,-9.735858,27.976777,44.255734 
0.050000,55,8.590893,5.118258,3.983447,4.355472 
0.050000,56,-9.023494,-4.310052,43.909491,12.167177 
0.050000,57,-7.074590,-7.067544,40.379020,27.116127 
0.050000,58,-6.710088,-7.414494,30.362956,43.920509 
0.050000,59,9.363821,3.509823,5.281885,0.125710 
0.050000,60,-5.251212,-8.510274,42.873767,2.284474 
0.050000,61,3.585447,9.335126,8.827515,4.331475 
0.050000,62,7.744906,6.325854,3.053497,34.143678 
0.050000,63,-9.410346,-3.383104,42.759004,49.360016 
0.050000,64,8.176569,5.757058,19.411283,30.083460 
0.050000,65,-5.743990,-8.185755,39.945741,44.385600 
0.050000,66,5.790506,6.459862,7.934276,47.627912 
